run_id,vantage_id,actor_did,actor_scope,list_uri,list_cid,list_name,purpose,description,avatar,indexed_at,creator_did,creator_handle,creator_display_name,labels_json,viewer_json,raw_json,captured_at_utc
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2gx2noukxzwmj6dkxbmh3qt5,feed_creator_repo|followed_by_seed|post_author|quote_author|relationship_counterparty|surface_author|thread_actor,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3m4b26dmqpn2o,bafyreicteugvcjusbgmv7uzy45hqm35plpjh2k6v4y6av3rmzyc7wt6lym,Spammy Ones & Bots,app.bsky.graph.defs#modlist,,,2025-10-28T13:31:30.360Z,did:plc:2gx2noukxzwmj6dkxbmh3qt5,davis.social,Davis Bickford,[],,"{""cid"":""bafyreicteugvcjusbgmv7uzy45hqm35plpjh2k6v4y6av3rmzyc7wt6lym"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""mutuals""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2gx2noukxzwmj6dkxbmh3qt5/bafkreibtxvhfq6yimbm7x2r2xhihm5eagz5a6nqhzfllxocdtpnzgp7cqy"",""createdAt"":""2023-05-10T17:05:34.778Z"",""description"":""Artist • Game Dev\n\nPug Dad • Husband • ND • he/him\n\nHalf of @twigbit.games\n\n🔗 My Links!: davis.social\n\nMy art-only feed: https://bsky.app/profile/davis.social/feed/aaabpqcklbun6\n\n🦋"",""did"":""did:plc:2gx2noukxzwmj6dkxbmh3qt5"",""displayName"":""Davis Bickford"",""handle"":""davis.social"",""indexedAt"":""2026-03-08T01:30:00.659Z"",""labels"":[],""verification"":{""trustedVerifierStatus"":""none"",""verifications"":[{""createdAt"":""2025-08-02T06:37:58.486Z"",""isValid"":true,""issuer"":""did:plc:z72i7hdynmk6r22z27h6tvur"",""uri"":""at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.graph.verification/3lvfkisjujw2d""}],""verifiedStatus"":""valid""}},""description"":"""",""indexedAt"":""2025-10-28T13:31:30.360Z"",""labels"":[],""listItemCount"":3,""name"":""Spammy Ones & Bots"",""purpose"":""app.bsky.graph.defs#modlist"",""uri"":""at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3m4b26dmqpn2o""}",2026-04-03T08:25:07Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2gx2noukxzwmj6dkxbmh3qt5,feed_creator_repo|followed_by_seed|post_author|quote_author|relationship_counterparty|surface_author|thread_actor,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3ldclhewjts2k,bafyreihsi3r33ofxlekpulp2m3xcm3sj3israly22tyzy6gah6eolj43he,Spam in replies,app.bsky.graph.defs#modlist,"People who try to reply in threads to boost their brand, sell something, etc. when it’s irrelevant to the context of the thread.",,2024-12-15T00:44:49.752Z,did:plc:2gx2noukxzwmj6dkxbmh3qt5,davis.social,Davis Bickford,[],,"{""cid"":""bafyreihsi3r33ofxlekpulp2m3xcm3sj3israly22tyzy6gah6eolj43he"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""mutuals""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2gx2noukxzwmj6dkxbmh3qt5/bafkreibtxvhfq6yimbm7x2r2xhihm5eagz5a6nqhzfllxocdtpnzgp7cqy"",""createdAt"":""2023-05-10T17:05:34.778Z"",""description"":""Artist • Game Dev\n\nPug Dad • Husband • ND • he/him\n\nHalf of @twigbit.games\n\n🔗 My Links!: davis.social\n\nMy art-only feed: https://bsky.app/profile/davis.social/feed/aaabpqcklbun6\n\n🦋"",""did"":""did:plc:2gx2noukxzwmj6dkxbmh3qt5"",""displayName"":""Davis Bickford"",""handle"":""davis.social"",""indexedAt"":""2026-03-08T01:30:00.659Z"",""labels"":[],""verification"":{""trustedVerifierStatus"":""none"",""verifications"":[{""createdAt"":""2025-08-02T06:37:58.486Z"",""isValid"":true,""issuer"":""did:plc:z72i7hdynmk6r22z27h6tvur"",""uri"":""at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.graph.verification/3lvfkisjujw2d""}],""verifiedStatus"":""valid""}},""description"":""People who try to reply in threads to boost their brand, sell something, etc. when it’s irrelevant to the context of the thread."",""indexedAt"":""2024-12-15T00:44:49.752Z"",""labels"":[],""listItemCount"":22,""name"":""Spam in replies"",""purpose"":""app.bsky.graph.defs#modlist"",""uri"":""at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3ldclhewjts2k""}",2026-04-03T08:25:07Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2gx2noukxzwmj6dkxbmh3qt5,feed_creator_repo|followed_by_seed|post_author|quote_author|relationship_counterparty|surface_author|thread_actor,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3lbuygwu6ri2n,bafyreiapmlznsldcdohxw7exfmgsl3wbug727yqj2ekc6yzt6nuin7uwwm,Gaming Folks,app.bsky.graph.defs#curatelist,,,2024-11-26T21:33:32.158Z,did:plc:2gx2noukxzwmj6dkxbmh3qt5,davis.social,Davis Bickford,[],,"{""cid"":""bafyreiapmlznsldcdohxw7exfmgsl3wbug727yqj2ekc6yzt6nuin7uwwm"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""mutuals""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2gx2noukxzwmj6dkxbmh3qt5/bafkreibtxvhfq6yimbm7x2r2xhihm5eagz5a6nqhzfllxocdtpnzgp7cqy"",""createdAt"":""2023-05-10T17:05:34.778Z"",""description"":""Artist • Game Dev\n\nPug Dad • Husband • ND • he/him\n\nHalf of @twigbit.games\n\n🔗 My Links!: davis.social\n\nMy art-only feed: https://bsky.app/profile/davis.social/feed/aaabpqcklbun6\n\n🦋"",""did"":""did:plc:2gx2noukxzwmj6dkxbmh3qt5"",""displayName"":""Davis Bickford"",""handle"":""davis.social"",""indexedAt"":""2026-03-08T01:30:00.659Z"",""labels"":[],""verification"":{""trustedVerifierStatus"":""none"",""verifications"":[{""createdAt"":""2025-08-02T06:37:58.486Z"",""isValid"":true,""issuer"":""did:plc:z72i7hdynmk6r22z27h6tvur"",""uri"":""at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.graph.verification/3lvfkisjujw2d""}],""verifiedStatus"":""valid""}},""description"":"""",""indexedAt"":""2024-11-26T21:33:32.158Z"",""labels"":[],""listItemCount"":19,""name"":""Gaming Folks"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3lbuygwu6ri2n""}",2026-04-03T08:25:07Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2gx2noukxzwmj6dkxbmh3qt5,feed_creator_repo|followed_by_seed|post_author|quote_author|relationship_counterparty|surface_author|thread_actor,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3lahf6ab6qj24,bafyreignkgpm5vzhutsdbdtfp3oy2zhhm7drl3e5os2psdiihwcvb2napa,Trolls,app.bsky.graph.defs#modlist,"People who are trying to cause problems, argue in bad faith, say rude things, etc.

*If they're on this list, I had a reason, but it's just my opinion! 🙂",,2024-11-20T20:08:40.924Z,did:plc:2gx2noukxzwmj6dkxbmh3qt5,davis.social,Davis Bickford,[],,"{""cid"":""bafyreignkgpm5vzhutsdbdtfp3oy2zhhm7drl3e5os2psdiihwcvb2napa"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""mutuals""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2gx2noukxzwmj6dkxbmh3qt5/bafkreibtxvhfq6yimbm7x2r2xhihm5eagz5a6nqhzfllxocdtpnzgp7cqy"",""createdAt"":""2023-05-10T17:05:34.778Z"",""description"":""Artist • Game Dev\n\nPug Dad • Husband • ND • he/him\n\nHalf of @twigbit.games\n\n🔗 My Links!: davis.social\n\nMy art-only feed: https://bsky.app/profile/davis.social/feed/aaabpqcklbun6\n\n🦋"",""did"":""did:plc:2gx2noukxzwmj6dkxbmh3qt5"",""displayName"":""Davis Bickford"",""handle"":""davis.social"",""indexedAt"":""2026-03-08T01:30:00.659Z"",""labels"":[],""verification"":{""trustedVerifierStatus"":""none"",""verifications"":[{""createdAt"":""2025-08-02T06:37:58.486Z"",""isValid"":true,""issuer"":""did:plc:z72i7hdynmk6r22z27h6tvur"",""uri"":""at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.graph.verification/3lvfkisjujw2d""}],""verifiedStatus"":""valid""}},""description"":""People who are trying to cause problems, argue in bad faith, say rude things, etc.\n\n*If they're on this list, I had a reason, but it's just my opinion! 🙂"",""indexedAt"":""2024-11-20T20:08:40.924Z"",""labels"":[],""listItemCount"":593,""name"":""Trolls"",""purpose"":""app.bsky.graph.defs#modlist"",""uri"":""at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.graph.list/3lahf6ab6qj24""}",2026-04-03T08:25:07Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2hwwem55ce6djnk6bn62cstr,feed_creator_repo|relationship_counterparty|surface_author,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3mhlcyrlkga2u,bafyreig2nwrb4mwi3dpghmuu7ps5zbaamvh5pqqxhozsb3w3b2qcmjjdde,Moots on Letterboxd,app.bsky.graph.defs#curatelist,hmu if i missed you,,2026-03-21T15:30:14.666Z,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,Frances Meh,[],,"{""cid"":""bafyreig2nwrb4mwi3dpghmuu7ps5zbaamvh5pqqxhozsb3w3b2qcmjjdde"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2hwwem55ce6djnk6bn62cstr/bafkreigbws3bdlatjfqnx5a3gf2k4e7z6vm7vmudhjafx7ed6qa2irznfi"",""createdAt"":""2023-06-08T19:43:13.118Z"",""description"":""minding my own goddamned business\n\n📍Toronto     he/him\n\nLatest: https://bsky.app/profile/francesmeh.reviews/feed/aaal5ygksi7sq\n\n7 Random Bangers: https://bsky.app/profile/francesmeh.reviews/feed/aaambmia65yde"",""did"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""displayName"":""Frances Meh"",""handle"":""francesmeh.reviews"",""indexedAt"":""2026-03-25T18:14:16.657Z"",""labels"":[{""cid"":""bafyreibns7jfcmm5wkcf2juzyw6lp5ipxwie7vvh543v3ot7h2vu4zggd4"",""cts"":""1970-01-01T00:00:00.000Z"",""src"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.actor.profile/self"",""val"":""bot""}]},""description"":""hmu if i missed you"",""indexedAt"":""2026-03-21T15:30:14.666Z"",""labels"":[],""listItemCount"":27,""name"":""Moots on Letterboxd"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3mhlcyrlkga2u""}",2026-04-03T08:25:08Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2hwwem55ce6djnk6bn62cstr,feed_creator_repo|relationship_counterparty|surface_author,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3lbashmys6l2m,bafyreihxcnjozxjkdivgcoqiumytvpmcowhffshh3uhrg4voe6fqxeh2yy,gender trolls,app.bsky.graph.defs#modlist,"I am no longer actively updating this list.

~~~~

trolls posting the phrases:

“there are only 2 genders”
“men can't get pregnant”

not automated, manually reviewed prior to listing",,2025-08-27T00:08:23.205Z,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,Frances Meh,[],,"{""cid"":""bafyreihxcnjozxjkdivgcoqiumytvpmcowhffshh3uhrg4voe6fqxeh2yy"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2hwwem55ce6djnk6bn62cstr/bafkreigbws3bdlatjfqnx5a3gf2k4e7z6vm7vmudhjafx7ed6qa2irznfi"",""createdAt"":""2023-06-08T19:43:13.118Z"",""description"":""minding my own goddamned business\n\n📍Toronto     he/him\n\nLatest: https://bsky.app/profile/francesmeh.reviews/feed/aaal5ygksi7sq\n\n7 Random Bangers: https://bsky.app/profile/francesmeh.reviews/feed/aaambmia65yde"",""did"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""displayName"":""Frances Meh"",""handle"":""francesmeh.reviews"",""indexedAt"":""2026-03-25T18:14:16.657Z"",""labels"":[{""cid"":""bafyreibns7jfcmm5wkcf2juzyw6lp5ipxwie7vvh543v3ot7h2vu4zggd4"",""cts"":""1970-01-01T00:00:00.000Z"",""src"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.actor.profile/self"",""val"":""bot""}]},""description"":""I am no longer actively updating this list.\n\n~~~~\n\ntrolls posting the phrases:\n\n“there are only 2 genders”\n“men can't get pregnant”\n\nnot automated, manually reviewed prior to listing"",""indexedAt"":""2025-08-27T00:08:23.205Z"",""labels"":[],""listItemCount"":1668,""name"":""gender trolls"",""purpose"":""app.bsky.graph.defs#modlist"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3lbashmys6l2m""}",2026-04-03T08:25:08Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2hwwem55ce6djnk6bn62cstr,feed_creator_repo|relationship_counterparty|surface_author,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kwe3ubwt7e2y,bafyreicvg3qo6w3zxiprawoyyav2jex4in5iocj3lk477fnsfibbx2fomm,cryptids.ca,app.bsky.graph.defs#curatelist,"canadian moots. 

in this list incorrectly? tough shit you’re canadian now.",,2024-07-03T04:42:17.628Z,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,Frances Meh,[],,"{""cid"":""bafyreicvg3qo6w3zxiprawoyyav2jex4in5iocj3lk477fnsfibbx2fomm"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2hwwem55ce6djnk6bn62cstr/bafkreigbws3bdlatjfqnx5a3gf2k4e7z6vm7vmudhjafx7ed6qa2irznfi"",""createdAt"":""2023-06-08T19:43:13.118Z"",""description"":""minding my own goddamned business\n\n📍Toronto     he/him\n\nLatest: https://bsky.app/profile/francesmeh.reviews/feed/aaal5ygksi7sq\n\n7 Random Bangers: https://bsky.app/profile/francesmeh.reviews/feed/aaambmia65yde"",""did"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""displayName"":""Frances Meh"",""handle"":""francesmeh.reviews"",""indexedAt"":""2026-03-25T18:14:16.657Z"",""labels"":[{""cid"":""bafyreibns7jfcmm5wkcf2juzyw6lp5ipxwie7vvh543v3ot7h2vu4zggd4"",""cts"":""1970-01-01T00:00:00.000Z"",""src"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.actor.profile/self"",""val"":""bot""}]},""description"":""canadian moots. \n\nin this list incorrectly? tough shit you’re canadian now."",""indexedAt"":""2024-07-03T04:42:17.628Z"",""labels"":[],""listItemCount"":42,""name"":""cryptids.ca"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kwe3ubwt7e2y""}",2026-04-03T08:25:08Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2hwwem55ce6djnk6bn62cstr,feed_creator_repo|relationship_counterparty|surface_author,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kuqmloqwnt2s,bafyreia4nf34z6fqpcguzd2sksjgdngehh6nwnxxhbkuslyjles6e3ihwm,Feed Cleaner,app.bsky.graph.defs#curatelist,"accounts filtered from my public feeds (film, tv, canada) to help them stay on topic

haven't nesc done anything wrong just impacting signal to noise ratio relative to the feed topic",,2026-02-26T16:23:18.949Z,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,Frances Meh,[],,"{""cid"":""bafyreia4nf34z6fqpcguzd2sksjgdngehh6nwnxxhbkuslyjles6e3ihwm"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2hwwem55ce6djnk6bn62cstr/bafkreigbws3bdlatjfqnx5a3gf2k4e7z6vm7vmudhjafx7ed6qa2irznfi"",""createdAt"":""2023-06-08T19:43:13.118Z"",""description"":""minding my own goddamned business\n\n📍Toronto     he/him\n\nLatest: https://bsky.app/profile/francesmeh.reviews/feed/aaal5ygksi7sq\n\n7 Random Bangers: https://bsky.app/profile/francesmeh.reviews/feed/aaambmia65yde"",""did"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""displayName"":""Frances Meh"",""handle"":""francesmeh.reviews"",""indexedAt"":""2026-03-25T18:14:16.657Z"",""labels"":[{""cid"":""bafyreibns7jfcmm5wkcf2juzyw6lp5ipxwie7vvh543v3ot7h2vu4zggd4"",""cts"":""1970-01-01T00:00:00.000Z"",""src"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.actor.profile/self"",""val"":""bot""}]},""description"":""accounts filtered from my public feeds (film, tv, canada) to help them stay on topic\n\nhaven't nesc done anything wrong just impacting signal to noise ratio relative to the feed topic"",""indexedAt"":""2026-02-26T16:23:18.949Z"",""labels"":[],""listItemCount"":103,""name"":""Feed Cleaner"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kuqmloqwnt2s""}",2026-04-03T08:25:08Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2hwwem55ce6djnk6bn62cstr,feed_creator_repo|relationship_counterparty|surface_author,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kqg4gbmer22q,bafyreigxln4bmb56b324y6lqtrbd7opeo2t6wzmrhm7opr3nvjkxjs2ohu,funnier than me,app.bsky.graph.defs#curatelist,these people should post worse in order to make me look better,,2024-04-18T15:26:30.808Z,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,Frances Meh,[],,"{""cid"":""bafyreigxln4bmb56b324y6lqtrbd7opeo2t6wzmrhm7opr3nvjkxjs2ohu"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:2hwwem55ce6djnk6bn62cstr/bafkreigbws3bdlatjfqnx5a3gf2k4e7z6vm7vmudhjafx7ed6qa2irznfi"",""createdAt"":""2023-06-08T19:43:13.118Z"",""description"":""minding my own goddamned business\n\n📍Toronto     he/him\n\nLatest: https://bsky.app/profile/francesmeh.reviews/feed/aaal5ygksi7sq\n\n7 Random Bangers: https://bsky.app/profile/francesmeh.reviews/feed/aaambmia65yde"",""did"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""displayName"":""Frances Meh"",""handle"":""francesmeh.reviews"",""indexedAt"":""2026-03-25T18:14:16.657Z"",""labels"":[{""cid"":""bafyreibns7jfcmm5wkcf2juzyw6lp5ipxwie7vvh543v3ot7h2vu4zggd4"",""cts"":""1970-01-01T00:00:00.000Z"",""src"":""did:plc:2hwwem55ce6djnk6bn62cstr"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.actor.profile/self"",""val"":""bot""}]},""description"":""these people should post worse in order to make me look better"",""indexedAt"":""2024-04-18T15:26:30.808Z"",""labels"":[],""listItemCount"":53,""name"":""funnier than me"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.graph.list/3kqg4gbmer22q""}",2026-04-03T08:25:08Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3zikshuogf27oc7phk7z4pa4,relationship_counterparty|thread_actor,at://did:plc:3zikshuogf27oc7phk7z4pa4/app.bsky.graph.list/3le2oimxvq52y,bafyreih4k75dodr7owadzzkytx5yceqj4dhqgm5wnmbik3netlw5bzopia,Gaming Deals,app.bsky.graph.defs#curatelist,"Users that posts some great deals in videogames.

From Steam Sales to Amazon links and other sites.

Disclaimer: A lot of these posts have reference links. I do not claim any responsibility from people using them.",https://cdn.bsky.app/img/avatar/plain/did:plc:3zikshuogf27oc7phk7z4pa4/bafkreibktapkcg2hypk3asixz2kwsjk6q2fxy53t52rnd34k5s6hoq4mky,2025-02-05T20:44:09.050Z,did:plc:3zikshuogf27oc7phk7z4pa4,akod.bsky.social,Firaga Walk With Me🔥,[],,"{""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:3zikshuogf27oc7phk7z4pa4/bafkreibktapkcg2hypk3asixz2kwsjk6q2fxy53t52rnd34k5s6hoq4mky"",""cid"":""bafyreih4k75dodr7owadzzkytx5yceqj4dhqgm5wnmbik3netlw5bzopia"",""creator"":{""associated"":{""activitySubscription"":{""allowSubscriptions"":""followers""},""chat"":{""allowIncoming"":""following""}},""avatar"":""https://cdn.bsky.app/img/avatar/plain/did:plc:3zikshuogf27oc7phk7z4pa4/bafkreichpi5pcdzs7ui6iylrwyv5rqu6ukfv6xks23wlwv76fndhuqp52q"",""createdAt"":""2023-07-01T21:14:15.909Z"",""description"":""Él/He/Him. Music fan, Videogames enthusiast, Tacos enjoyer. Ranteo y shitposteo con chela en mano. El primer Xalapeño en Bluesky. Montón de Fanarts y Cosplayers\n\nNo TERFs, No Cryptobros, No Gen Ai\n\nLove Is Worry 🎵\n\n🎨 PFP: @loloaburto.bsky.social\n\n🎮 #AKODGW"",""did"":""did:plc:3zikshuogf27oc7phk7z4pa4"",""displayName"":""Firaga Walk With Me🔥"",""handle"":""akod.bsky.social"",""indexedAt"":""2026-04-02T07:17:57.148Z"",""labels"":[]},""description"":""Users that posts some great deals in videogames.\n\nFrom Steam Sales to Amazon links and other sites.\n\nDisclaimer: A lot of these posts have reference links. I do not claim any responsibility from people using them."",""indexedAt"":""2025-02-05T20:44:09.050Z"",""labels"":[],""listItemCount"":9,""name"":""Gaming Deals"",""purpose"":""app.bsky.graph.defs#curatelist"",""uri"":""at://did:plc:3zikshuogf27oc7phk7z4pa4/app.bsky.graph.list/3le2oimxvq52y""}",2026-04-03T08:25:10Z
